City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,broome,42.2506,-75.833,291.32,91,100,3.6,US,1687991385
364,bollnas,61.3482,16.3946,287.41,89,45,1.16,SE,1687991385
365,parras de la fuente,25.4167,-102.1833,306.42,13,2,5.97,MX,1687991385
366,brisas de zicatela,15.8369,-97.0419,297.44,78,100,2.57,MX,1687991155
367,minas de marcona,-15.2119,-75.1103,289.63,64,0,4.94,PE,1687991170
368,tura,25.5198,90.2201,296.33,98,97,3.15,IN,1687991135
369,sharlyk,52.9167,54.75,287.3,68,55,1.44,RU,1687991386
370,vecpiebalga,57.0599,25.8127,286.09,93,99,1.95,LV,1687991386
371,xilin hot,43.9667,116.0333,287.21,63,0,1.8,CN,1687991386
372,hilo,19.7297,-155.09,301.62,72,75,6.69,US,1687991072
373,maragogi,-9.0122,-35.2225,297.35,86,37,3.63,BR,1687991387
374,olinda,-8.0089,-34.8553,299.0,83,75,2.57,BR,1687991315
375,gounou gaya,9.6294,15.5132,298.23,84,96,3.6,TD,1687991387
376,flin flon,54.7682,-101.865,292.06,77,75,3.09,CA,1687991388
377,usinsk,65.9939,57.5281,281.7,66,100,4.4,RU,1687991388
378,moyale,3.5167,39.0584,294.24,69,99,4.88,KE,1687991388
379,cidreira,-30.1811,-50.2056,288.24,85,100,4.83,BR,1687991153
380,arraial do cabo,-22.9661,-42.0278,292.13,94,0,0.0,BR,1687991389
381,new norfolk,-42.7826,147.0587,279.66,80,100,2.56,AU,1687991192
382,berezovyy,51.6667,135.7,294.38,66,89,1.28,RU,1687991131
383,guerrero negro,27.9769,-114.0611,294.48,61,7,8.4,MX,1687991127
384,hard bargain,26.3167,-77.5667,301.54,72,0,2.49,BS,1687991389
385,kudahuvadhoo,2.6708,72.8944,300.61,72,95,3.65,MV,1687991196
386,cankuzo,-3.1333,30.5833,291.72,62,71,0.81,BI,1687991390
387,castillos,-34.1667,-53.8333,282.13,64,0,3.41,UY,1687991390
388,aracuai,-16.8497,-42.0703,296.1,59,59,2.29,BR,1687991390
389,shchigry,51.8755,36.9043,287.05,92,100,3.33,RU,1687991391
390,flying fish cove,-10.4217,105.6791,296.97,78,75,4.63,CX,1687991391
391,taltal,-25.4,-70.4833,289.44,80,24,1.87,CL,1687991201
392,yuzhno-kurilsk,44.0306,145.8556,287.58,98,100,1.1,RU,1687991201
393,kolokani,13.5728,-8.0339,302.46,50,32,2.72,ML,1687991392
394,nuuk,64.1835,-51.7216,280.49,65,75,5.66,GL,1687991156
395,regina,50.4501,-104.6178,299.21,40,20,7.72,CA,1687991315
396,suwayr,30.1171,40.3893,300.67,16,0,3.97,SA,1687991393
397,bella union,-30.2752,-57.6007,285.42,61,2,3.5,UY,1687991393
398,ahmetli,38.5196,27.9387,297.08,38,0,1.32,TR,1687991393
399,gladenbach,50.7667,8.5667,291.32,79,87,0.59,DE,1687991393
400,nova borova,50.693,28.6345,285.82,91,100,7.27,UA,1687991393
401,kharovsk,59.9642,40.1912,287.43,86,100,1.09,RU,1687991394
402,great bend,38.3645,-98.7648,310.95,38,0,4.63,US,1687991113
403,tarakan,3.3,117.6333,297.87,100,40,1.03,ID,1687991394
404,dublyany,49.9041,24.0864,285.29,90,99,5.69,UA,1687991394
405,sao felix do xingu,-6.6447,-51.995,299.1,51,8,0.37,BR,1687991182
406,yeraliyev,43.2,51.65,298.36,45,23,5.48,KZ,1687991395
407,volkovysk,53.1561,24.4513,285.47,95,88,3.33,BY,1687991395
408,wellington,-41.2866,174.7756,284.59,94,59,2.57,NZ,1687991279
409,lewiston orchards,46.3804,-116.9754,303.99,37,20,2.06,US,1687991395
410,pont-sainte-marie,48.3185,4.0945,291.18,82,0,1.03,FR,1687991396
411,bardai,11.65,7.2333,298.5,68,48,4.33,NG,1687991153
412,ancud,-41.8697,-73.8203,280.4,85,100,1.25,CL,1687991160
413,tadine,-21.55,167.8833,294.89,58,50,3.14,NC,1687991396
414,noumea,-22.2763,166.4572,294.26,99,27,2.75,NC,1687991397
415,fort mcmurray,56.7268,-111.381,298.92,47,75,6.17,CA,1687991120
416,khanty-mansiysk,61.0042,69.0019,286.21,100,20,2.0,RU,1687991397
417,moose jaw,50.4001,-105.5344,299.3,34,20,7.2,CA,1687991397
418,tralee,52.2704,-9.7026,284.93,84,25,3.28,IE,1687991253
419,midvagur,62.0511,-7.1939,284.61,87,100,8.23,FO,1687991398
420,puerto leguizamo,-0.1934,-74.7819,296.37,96,90,0.98,CO,1687991398
421,les avirons,-21.2418,55.3394,291.18,72,75,4.12,RE,1687991398
422,san-pedro,4.7485,-6.6363,296.84,86,41,2.74,CI,1687991399
423,las tablas,7.7667,-80.2833,302.41,75,100,4.16,PA,1687991399
424,badger,64.8,-147.5333,294.89,58,75,2.06,US,1687991146
425,alofi,-19.0595,-169.9187,298.17,71,16,5.87,NU,1687991125
426,tazovsky,67.4667,78.7,281.92,80,96,3.56,RU,1687991152
427,saint-philippe,-21.3585,55.7679,291.92,77,27,4.86,RE,1687991127
428,pindushi,62.9152,34.58,286.43,80,72,1.41,RU,1687991401
429,santa rosa del sur,7.9644,-74.0544,297.44,96,80,0.73,CO,1687991402
430,tangi,34.3006,71.6536,300.15,70,0,1.63,PK,1687991403
431,shiqian,27.5225,108.2281,297.98,87,97,0.99,CN,1687991404
432,wurtulla,-26.7568,153.1256,291.03,72,100,1.79,AU,1687991405
433,la ligua,-32.4524,-71.2311,286.29,76,75,1.26,CL,1687991406
434,vila velha,-20.3297,-40.2925,296.12,88,0,2.57,BR,1687991026
435,aldan,58.6031,125.3894,295.63,59,8,1.72,RU,1687991407
436,labytnangi,66.6572,66.4183,278.87,70,39,2.67,RU,1687991146
437,pagar alam,-4.0167,103.2667,292.95,98,44,0.88,ID,1687991407
438,mineiros,-17.5694,-52.5511,293.4,45,0,2.04,BR,1687991407
439,chincha alta,-13.4099,-76.1323,293.48,85,10,1.83,PE,1687991408
440,pangkalanbuun,-2.6833,111.6167,296.4,97,21,0.89,ID,1687991408
441,burgkirchen an der alz,48.1667,12.7333,288.44,94,2,1.58,DE,1687991409
442,hami,42.8,93.45,300.57,15,0,4.32,CN,1687991238
443,sarupathar,26.1984,93.8094,297.06,97,100,1.49,IN,1687991409
444,pembroke,45.8168,-77.1162,294.14,58,78,2.12,CA,1687991411
445,caxito,-8.5785,13.6643,290.98,97,2,1.15,AO,1687991411
446,chadron,42.8294,-102.9999,302.01,39,0,1.54,US,1687991412
447,kencong,-8.2833,113.3667,296.67,90,80,0.87,ID,1687991412
448,cabedelo,-6.9811,-34.8339,297.52,87,14,5.89,BR,1687991212
449,theniet el had,35.8711,2.0281,297.24,24,66,1.44,DZ,1687991413
450,poso,-1.3959,120.7524,300.18,75,52,2.45,ID,1687991413
451,zakamensk,50.3741,103.2863,283.6,76,80,0.83,RU,1687991413
452,adigrat,14.277,39.462,289.85,62,52,1.09,ET,1687991414
453,deqing,30.5448,119.9599,302.17,78,100,1.84,CN,1687991414
454,adam,22.3756,57.5233,301.84,68,60,4.08,OM,1687991136
455,puerto baquerizo moreno,-0.9,-89.6,300.7,65,20,7.72,EC,1687991414
456,forde,61.4522,5.8572,290.56,83,98,0.89,NO,1687991253
457,troitsk,54.0979,61.5773,287.05,79,92,1.79,RU,1687991415
458,urengoy,65.9667,78.3667,284.46,84,100,3.45,RU,1687991415
459,san borja,-14.8167,-66.85,296.92,85,98,1.62,BO,1687991416
460,al wakrah,24.85,51.3333,302.2,28,100,3.1,QA,1687991416
461,shiraoi,42.55,141.35,294.25,94,100,0.91,JP,1687991416
462,tionk essil,12.7856,-16.5217,300.18,74,69,3.53,SN,1687991110
463,howard springs,-12.497,131.047,298.1,74,49,5.81,AU,1687991417
464,arrifes,37.7667,-25.7,293.29,83,20,6.69,PT,1687991418
465,neiafu,-18.65,-173.9833,299.53,69,40,3.09,TO,1687991418
466,haiku-pauwela,20.9219,-156.3051,303.16,59,40,10.29,US,1687991173
467,farafangana,-22.8167,47.8333,290.96,86,87,1.52,MG,1687991420
468,belle fourche,44.6714,-103.8522,299.31,49,6,4.57,US,1687991421
469,magistral'nyy,56.1725,107.4458,283.4,98,100,0.79,RU,1687991245
470,kolonia town,6.964,158.206,303.15,74,100,4.63,FM,1687991421
471,sabha,27.0377,14.4283,304.96,21,0,5.15,LY,1687991192
472,caleta de carquin,-11.0925,-77.6267,294.75,71,3,4.14,PE,1687991158
473,olyokminsk,60.3736,120.4264,294.61,74,94,2.76,RU,1687991154
474,lata,40.1629,-8.3327,293.66,92,0,1.36,PT,1687991109
475,bandarbeyla,9.4942,50.8122,298.73,75,74,13.75,SO,1687991426
476,intorsura buzaului,45.6833,26.0333,282.51,94,39,1.25,RO,1687991434
477,loudun,47.0079,0.083,293.25,70,53,1.36,FR,1687991435
478,palikir - national government center,6.9248,158.1611,302.56,74,100,4.63,FM,1687991436
479,sept-iles,50.2001,-66.3821,292.44,85,100,2.57,CA,1687991379
480,finspang,58.7058,15.7674,293.21,63,81,2.82,SE,1687991437
481,homer,59.6425,-151.5483,286.51,92,100,3.09,US,1687991172
482,bahir dar,11.5936,37.3908,290.15,90,82,1.43,ET,1687991159
483,lukolela,-1.0605,17.1821,296.28,84,82,1.23,CD,1687991438
484,kangding,30.0513,101.9603,290.88,90,100,0.49,CN,1687991438
485,kristiansund,63.1115,7.732,290.18,82,100,2.57,NO,1687991438
486,hobyo,5.3505,48.5268,298.12,85,99,11.71,SO,1687991147
487,ust-tsilma,65.441,52.1498,282.03,82,100,0.71,RU,1687991156
488,dikhil,11.5,42.1667,305.19,24,17,2.83,DJ,1687991439
489,moroto,2.5345,34.6666,294.29,59,56,5.03,UG,1687991439
490,ghanzi,-21.5667,21.7833,280.94,32,0,4.05,BW,1687991439
491,fairbanks,64.8378,-147.7164,295.15,59,75,2.06,US,1687991440
492,canico,32.6333,-16.85,298.55,72,20,6.17,PT,1687991440
493,belyy yar,53.6039,91.3903,287.09,94,0,2.0,RU,1687991440
494,togitsu,32.8333,129.85,300.14,83,75,8.75,JP,1687991440
495,paka,4.6374,103.4368,299.11,94,98,0.0,MY,1687991441
496,suntar,62.1444,117.6319,292.04,90,84,3.45,RU,1687991441
497,sandpoint,48.2766,-116.5533,304.18,41,74,1.34,US,1687991441
498,valderice,38.0401,12.6151,296.7,88,20,1.54,IT,1687991178
499,mudkhed,19.1667,77.5167,299.26,75,100,6.61,IN,1687991442
500,nuku'alofa,-21.1333,-175.2,298.34,61,20,4.12,TO,1687991442
501,ibshaway,29.358,30.6814,298.88,53,0,5.7,EG,1687991442
502,sejny,54.108,23.347,286.33,91,33,4.96,PL,1687991442
503,saldanha,-33.0117,17.9442,285.18,93,90,5.49,ZA,1687991443
504,lerwick,60.1545,-1.1494,285.15,86,61,5.07,GB,1687991443
505,loukhi,66.0764,33.0381,285.5,87,90,1.96,RU,1687991443
506,taulaga,-11.0553,-171.0883,301.8,74,40,7.46,AS,1687991443
507,argo,37.6333,22.7333,298.03,69,0,2.11,GR,1687991234
508,sydney,-33.8679,151.2073,283.88,78,20,8.75,AU,1687991387
509,souillac,-20.5167,57.5167,294.36,78,75,2.06,MU,1687991444
510,louisville,38.2542,-85.7594,303.13,56,20,2.06,US,1687991168
511,shingu,33.7333,135.9833,301.24,76,100,1.28,JP,1687991444
512,opuwo,-18.0607,13.84,282.59,25,1,2.75,NA,1687991171
513,keelung,25.1283,121.7419,303.74,81,83,1.01,TW,1687991133
514,codajas,-3.8367,-62.0569,300.82,62,82,1.1,BR,1687991445
515,yatou,37.15,122.3833,296.24,96,100,3.35,CN,1687991445
516,chinde,26.8418,88.0763,291.02,97,100,3.05,NP,1687991196
517,menzel kamel,35.6248,10.6673,299.84,78,40,2.06,TN,1687991446
518,galliano,29.4422,-90.2992,309.15,56,0,3.09,US,1687991154
519,san matias,-16.3667,-58.4,298.83,51,55,2.18,BO,1687991447
520,notse,6.95,1.1667,295.71,98,100,1.76,TG,1687991447
521,daru,-9.0763,143.2092,298.28,78,7,4.9,PG,1687991172
522,arauca,7.0847,-70.7591,299.15,94,40,1.03,CO,1687991258
523,fort bragg,35.139,-79.006,305.07,45,0,3.6,US,1687991104
524,kyabe,9.4515,18.9449,296.66,88,82,1.69,TD,1687991448
525,quellon,-43.1167,-73.6167,279.29,100,100,0.0,CL,1687991448
526,leava,-14.3,-178.1667,299.62,80,99,4.3,WF,1687991142
527,ixtapa,20.7,-105.2,305.5,66,40,5.66,MX,1687991449
528,uliastay,47.7417,96.8444,285.05,32,57,2.35,MN,1687991131
529,kayangel,8.0823,134.7173,301.45,73,98,1.43,PW,1687991233
530,juneau,58.3019,-134.4197,288.27,100,100,5.66,US,1687991192
531,zyryanovsk,49.7386,84.2719,284.1,92,77,0.72,KZ,1687991450
532,touros,-5.1989,-35.4608,297.42,92,11,5.4,BR,1687991256
533,kumbhraj,24.3667,77.05,299.64,83,100,2.92,IN,1687991450
534,protaras,35.0125,34.0583,298.14,97,0,1.34,CY,1687991450
535,sirjan,29.452,55.6814,300.84,40,25,4.0,IR,1687991451
536,toamasina,-18.1667,49.3833,291.15,94,75,1.03,MG,1687991331
537,kollegal,12.15,77.1167,295.52,83,100,4.2,IN,1687991451
538,enewetak,11.3474,162.3373,301.3,81,97,7.77,MH,1687991140
539,lionel town,17.8101,-77.2406,305.09,93,88,0.99,JM,1687991451
540,jabor,5.921,169.6434,299.48,90,100,8.73,MH,1687991452
541,isetskoye,56.4858,65.3226,284.81,92,68,3.64,RU,1687991452
542,bodaybo,57.8506,114.1933,287.74,76,100,0.63,RU,1687991452
543,erenhot,43.6475,111.9767,294.29,25,1,2.92,CN,1687991452
544,ulladulla,-35.35,150.4667,280.33,78,14,2.86,AU,1687991128
545,al matlin,37.2452,10.05,296.92,65,0,3.06,TN,1687991453
546,coquimbo,-29.9533,-71.3436,287.0,88,0,4.12,CL,1687990998
547,bac lieu,9.285,105.7244,298.97,91,96,2.36,VN,1687991453
548,nyagan,62.1406,65.3936,282.57,98,100,2.22,RU,1687991454
549,mahilyow,53.9139,30.3364,284.12,99,83,2.63,BY,1687991454
550,wynyard,-41.0,145.7167,280.92,79,73,2.98,AU,1687991454
551,nagqu,31.5,92.0,277.76,91,100,4.87,CN,1687991454
552,moranbah,-22.0016,148.0466,294.3,47,57,5.7,AU,1687991455
553,ulanhot,46.0833,122.0833,293.14,80,55,3.44,CN,1687991455
554,maceio,-9.6658,-35.7353,295.84,100,75,2.06,BR,1687991392
555,madison,34.7334,-86.5667,306.92,46,0,3.6,US,1687990691
556,qamdo,31.1667,97.2333,278.22,89,93,1.03,CN,1687991134
557,las trojes,14.0667,-85.9833,295.49,93,100,0.77,HN,1687991456
558,san clemente del tuyu,-36.3569,-56.7235,280.92,68,0,6.01,AR,1687991456
559,salahonda,2.1019,-78.7217,301.09,75,31,2.1,CO,1687991456
560,san pedro pochutla,15.7333,-96.4667,302.99,70,96,3.85,MX,1687991457
561,wanxian,30.8039,108.3897,298.13,98,100,0.8,CN,1687991457
562,ishigaki,24.3448,124.1572,301.22,94,75,5.14,JP,1687990846
563,mirabela,-16.2628,-44.1644,291.95,42,0,1.54,BR,1687991457
564,mili,6.0815,171.735,299.5,87,100,7.18,MH,1687991142
565,red hill,33.9996,-79.2581,305.25,49,74,0.92,US,1687991458
566,nadym,65.5333,72.5167,280.08,75,94,5.81,RU,1687991458
